qseqid	sseqid	pident	length	qlen	mismatch	gapopen	gaps	nident	qstart	qend	sstart	send	evalue	qcovs	qcovhsp	bitscore
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1ZKC5	28.708	209	34546	140	5	9	60	1485	2096	484	688	1.73e-12	5	2	69.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1ZKC5	26.590	173	34546	113	5	14	46	10392	10868	499	671	8.13e-08	5	1	53.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8NIQ8	29.333	225	34546	128	8	31	66	12662	12030	492	699	7.52e-16	5	2	80.1
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8NIQ8	28.708	209	34546	140	5	9	60	1485	2096	484	688	1.60e-12	5	2	69.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8NIQ8	26.590	173	34546	113	5	14	46	10392	10868	499	671	8.93e-08	5	1	53.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2GWX6	29.333	225	34546	128	8	31	66	12662	12030	492	699	7.65e-16	5	2	80.1
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2GWX6	28.708	209	34546	140	5	9	60	1485	2096	484	688	1.64e-12	5	2	69.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2GWX6	26.590	173	34546	113	5	14	46	10392	10868	499	671	8.78e-08	5	1	53.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8H8N3	29.333	225	34546	128	8	31	66	12662	12030	492	699	8.32e-16	5	2	80.1
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8H8N3	28.708	209	34546	140	5	9	60	1485	2096	484	688	1.62e-12	5	2	69.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8H8N3	26.590	173	34546	113	5	14	46	10392	10868	499	671	5.51e-08	5	1	54.7
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8MW44	29.333	225	34546	128	8	31	66	12662	12030	492	699	8.47e-16	5	2	80.1
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8MW44	28.708	209	34546	140	5	9	60	1485	2096	484	688	1.81e-12	5	2	69.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A0T8MW44	26.590	173	34546	113	5	14	46	10392	10868	499	671	8.78e-08	5	1	53.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1RVQ2	29.333	225	34546	128	8	31	66	12662	12030	493	700	8.70e-16	5	2	80.1
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1RVQ2	28.708	209	34546	140	5	9	60	1485	2096	485	689	2.47e-12	5	2	68.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1RVQ2	26.590	173	34546	113	5	14	46	10392	10868	500	672	4.58e-08	5	1	54.7
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A916L4V1	29.333	225	34546	128	8	31	66	12662	12030	203	410	1.04e-15	5	2	78.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A916L4V1	28.230	209	34546	141	5	9	59	1485	2096	195	399	4.07e-12	5	2	67.4
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A916L4V1	26.012	173	34546	114	5	14	45	10392	10868	210	382	1.80e-07	5	1	52.4
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AA95D8I1	29.333	225	34546	128	8	31	66	12662	12030	492	699	1.30e-15	5	2	79.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AA95D8I1	28.708	209	34546	140	5	9	60	1485	2096	484	688	2.07e-12	5	2	68.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AA95D8I1	26.590	173	34546	113	5	14	46	10392	10868	499	671	7.93e-08	5	1	53.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1U5L0	29.333	225	34546	128	8	31	66	12662	12030	492	699	1.69e-15	5	2	79.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1U5L0	28.708	209	34546	140	5	9	60	1485	2096	484	688	2.35e-12	5	2	68.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1U5L0	26.590	173	34546	113	5	14	46	10392	10868	499	671	1.70e-07	5	1	53.1
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2EYX5	28.889	225	34546	129	8	31	65	12662	12030	492	699	1.84e-15	5	2	79.0
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2EYX5	28.230	209	34546	141	5	9	59	1485	2096	484	688	4.63e-12	5	2	67.8
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2EYX5	26.012	173	34546	114	5	14	45	10392	10868	499	671	2.15e-07	5	1	52.8
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1UYR4	29.333	225	34546	128	8	31	66	12662	12030	492	699	2.45e-15	5	2	78.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1UYR4	28.230	209	34546	141	5	9	59	1485	2096	484	688	5.31e-12	5	2	67.8
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1UYR4	26.012	173	34546	114	5	14	45	10392	10868	499	671	4.03e-07	5	1	51.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|Q03727	29.333	225	34546	128	8	31	66	12662	12030	492	699	2.45e-15	5	2	78.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|Q03727	28.230	209	34546	141	5	9	59	1485	2096	484	688	5.31e-12	5	2	67.8
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|Q03727	26.012	173	34546	114	5	14	45	10392	10868	499	671	4.03e-07	5	1	51.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1S347	28.889	225	34546	129	8	31	65	12662	12030	492	699	2.67e-15	5	2	78.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1S347	28.708	209	34546	140	5	9	60	1485	2096	484	688	8.41e-13	5	2	70.5
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J1S347	26.590	173	34546	113	5	14	46	10392	10868	499	671	6.10e-08	5	1	54.3
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AA87C8X6	29.333	225	34546	128	8	31	66	12662	12030	492	699	2.81e-15	5	2	78.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AA87C8X6	28.230	209	34546	141	5	9	59	1485	2096	484	688	8.11e-12	5	2	67.0
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AA87C8X6	26.012	173	34546	114	5	14	45	10392	10868	499	671	2.49e-07	5	1	52.4
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4N9BEB2	29.333	225	34546	128	8	31	66	12662	12030	492	699	2.86e-15	5	2	78.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4N9BEB2	28.230	209	34546	141	5	9	59	1485	2096	484	688	8.46e-12	5	2	67.0
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4N9BEB2	26.012	173	34546	114	5	14	45	10392	10868	499	671	2.66e-07	5	1	52.4
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2GBE6	29.333	225	34546	128	8	31	66	12662	12030	492	699	2.93e-15	5	2	78.2
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2GBE6	28.230	209	34546	141	5	9	59	1485	2096	484	688	9.29e-12	5	2	67.0
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4J2GBE6	26.012	173	34546	114	5	14	45	10392	10868	499	671	4.10e-07	5	1	51.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A064C436	29.333	225	34546	128	8	31	66	12662	12030	492	699	3.14e-15	5	2	78.2
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A064C436	28.230	209	34546	141	5	9	59	1485	2096	484	688	1.06e-11	5	2	66.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A064C436	26.012	173	34546	114	5	14	45	10392	10868	499	671	4.81e-07	5	1	51.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AAQ2ZZ66	29.333	225	34546	128	8	31	66	12662	12030	492	699	3.48e-15	5	2	78.2
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AAQ2ZZ66	28.230	209	34546	141	5	9	59	1485	2096	484	688	1.38e-11	5	2	66.2
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0AAQ2ZZ66	26.012	173	34546	114	5	14	45	10392	10868	499	671	4.77e-07	5	1	51.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4G3UVW2	29.333	225	34546	128	8	31	66	12662	12030	492	699	3.72e-15	5	2	78.2
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4G3UVW2	28.230	209	34546	141	5	9	59	1485	2096	484	688	1.06e-11	5	2	66.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4G3UVW2	26.012	173	34546	114	5	14	45	10392	10868	499	671	4.13e-07	5	1	51.6
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4M3JV41	28.889	225	34546	129	8	31	65	12662	12030	487	694	4.77e-15	5	2	77.8
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4M3JV41	28.230	209	34546	141	5	9	59	1485	2096	479	683	5.37e-12	5	2	67.8
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	comA|A0A4M3JV41	26.590	173	34546	113	5	14	46	10392	10868	494	666	5.68e-08	5	1	54.7
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	sljT1|MF990792.1_prot_AXH01298.1_4_[gene=sljT1]_[locus_tag=streptolancidinJ_00004]_[protein=ABC_transporter_ATP-binding_protein_SljT1]_[protein_id=AXH01298.1]_[location=4896..6503]_[gbkey=CDS]	26.136	176	34546	100	8	30	46	12596	12102	355	511	5.85e-07	4	1	51.2
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	sljT1|MF990792.1_prot_AXH01298.1_4_[gene=sljT1]_[locus_tag=streptolancidinJ_00004]_[protein=ABC_transporter_ATP-binding_protein_SljT1]_[protein_id=AXH01298.1]_[location=4896..6503]_[gbkey=CDS]	30.282	142	34546	89	6	10	43	1575	1991	357	491	2.49e-05	4	1	45.8
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	sljT1|MF990792.1_prot_AXH01298.1_4_[gene=sljT1]_[locus_tag=streptolancidinJ_00004]_[protein=ABC_transporter_ATP-binding_protein_SljT1]_[protein_id=AXH01298.1]_[location=4896..6503]_[gbkey=CDS]	23.834	193	34546	122	6	25	46	10401	10949	344	521	0.001	4	2	40.4
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	scyD|MF990796.1_prot_AXH01323.1_4_[gene=scyD]_[locus_tag=streptocyclicin_00004]_[protein=bacteriocin_transport_protein_ScyD]_[protein_id=AXH01323.1]_[location=1916..2512]_[gbkey=CDS]	26.066	211	34546	111	8	45	55	10389	10961	13	198	6.78e-07	2	2	48.9
GCA_001083045.2|COCE02000116.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_35,_whole_genome_shotgun_sequence	scyD|MF990796.1_prot_AXH01323.1_4_[gene=scyD]_[locus_tag=streptocyclicin_00004]_[protein=bacteriocin_transport_protein_ScyD]_[protein_id=AXH01323.1]_[location=1916..2512]_[gbkey=CDS]	45.455	55	34546	28	2	2	25	12680	12516	1	53	5.95e-04	2	0	40.0
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|Q8DQI4	100.000	155	67288	0	0	0	155	7436	7900	1	155	8.17e-105	1	1	329
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A4K4F1K2	100.000	155	67288	0	0	0	155	7436	7900	1	155	8.17e-105	1	1	329
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A9P1LU44	99.355	155	67288	1	0	0	154	7436	7900	1	155	1.55e-104	1	1	328
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A4J2FKU5	99.355	155	67288	1	0	0	154	7436	7900	1	155	2.26e-104	1	1	328
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A4J2CPY0	99.355	155	67288	1	0	0	154	7436	7900	1	155	3.20e-104	1	1	327
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A0T7ZPX0	99.355	155	67288	1	0	0	154	7436	7900	1	155	3.36e-104	1	1	327
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A4J2AE25	99.355	155	67288	1	0	0	154	7436	7900	1	155	3.49e-104	1	1	327
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A4J2ESR4	99.355	155	67288	1	0	0	154	7436	7900	1	155	5.09e-104	1	1	327
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0AA87C5W6	99.355	155	67288	1	0	0	154	7436	7900	1	155	7.87e-104	1	1	326
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A4J1W0N5	99.355	155	67288	1	0	0	154	7436	7900	1	155	7.87e-104	1	1	326
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	comEB|A0A916P981	98.131	107	67288	2	0	0	105	7580	7900	1	107	2.01e-69	0	0	226
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	slaF|MF990783.1_prot_AXH01232.1_6_[gene=slaF]_[locus_tag=streptolancidinA_00006]_[protein=lantibiotic_transporter/immunity_protein_SlaF]_[protein_id=AXH01232.1]_[location=1399..2136]_[gbkey=CDS]	42.920	226	67288	127	2	2	97	41646	42320	1	225	1.11e-53	6	1	186
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	slaF|MF990783.1_prot_AXH01232.1_6_[gene=slaF]_[locus_tag=streptolancidinA_00006]_[protein=lantibiotic_transporter/immunity_protein_SlaF]_[protein_id=AXH01232.1]_[location=1399..2136]_[gbkey=CDS]	36.364	209	67288	130	3	3	76	16768	17388	18	225	1.00e-38	6	1	143
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	slaF|MF990783.1_prot_AXH01232.1_6_[gene=slaF]_[locus_tag=streptolancidinA_00006]_[protein=lantibiotic_transporter/immunity_protein_SlaF]_[protein_id=AXH01232.1]_[location=1399..2136]_[gbkey=CDS]	27.556	225	67288	156	5	7	62	13873	14532	19	241	3.06e-18	6	1	84.0
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	slaF|MF990783.1_prot_AXH01232.1_6_[gene=slaF]_[locus_tag=streptolancidinA_00006]_[protein=lantibiotic_transporter/immunity_protein_SlaF]_[protein_id=AXH01232.1]_[location=1399..2136]_[gbkey=CDS]	25.940	266	67288	153	9	44	69	13067	13819	1	237	1.60e-16	6	1	79.0
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	slaF|MF990783.1_prot_AXH01232.1_6_[gene=slaF]_[locus_tag=streptolancidinA_00006]_[protein=lantibiotic_transporter/immunity_protein_SlaF]_[protein_id=AXH01232.1]_[location=1399..2136]_[gbkey=CDS]	26.667	180	67288	106	4	26	48	31198	31662	27	205	1.93e-07	6	1	52.0
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	slaF|MF990783.1_prot_AXH01232.1_6_[gene=slaF]_[locus_tag=streptolancidinA_00006]_[protein=lantibiotic_transporter/immunity_protein_SlaF]_[protein_id=AXH01232.1]_[location=1399..2136]_[gbkey=CDS]	24.528	212	67288	132	6	28	52	30208	30825	15	204	2.54e-05	6	1	45.4
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	sljT2|MF990792.1_prot_AXH01299.1_5_[gene=sljT2]_[locus_tag=streptolancidinJ_00005]_[protein=ABC_transporter_ATP-binding_protein_SljT2]_[protein_id=AXH01299.1]_[location=6518..7258]_[gbkey=CDS]	39.091	220	67288	129	3	5	86	41658	42311	6	222	1.33e-42	5	1	154
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	sljT2|MF990792.1_prot_AXH01299.1_5_[gene=sljT2]_[locus_tag=streptolancidinJ_00005]_[protein=ABC_transporter_ATP-binding_protein_SljT2]_[protein_id=AXH01299.1]_[location=6518..7258]_[gbkey=CDS]	33.168	202	67288	131	4	4	67	16786	17388	27	225	1.15e-27	5	1	111
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	sljT2|MF990792.1_prot_AXH01299.1_5_[gene=sljT2]_[locus_tag=streptolancidinJ_00005]_[protein=ABC_transporter_ATP-binding_protein_SljT2]_[protein_id=AXH01299.1]_[location=6518..7258]_[gbkey=CDS]	27.723	202	67288	140	4	6	56	13879	14475	24	222	9.99e-18	5	1	82.4
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	sljT2|MF990792.1_prot_AXH01299.1_5_[gene=sljT2]_[locus_tag=streptolancidinJ_00005]_[protein=ABC_transporter_ATP-binding_protein_SljT2]_[protein_id=AXH01299.1]_[location=6518..7258]_[gbkey=CDS]	25.410	244	67288	145	6	37	62	13076	13768	6	225	1.27e-15	5	1	76.3
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	sljT2|MF990792.1_prot_AXH01299.1_5_[gene=sljT2]_[locus_tag=streptolancidinJ_00005]_[protein=ABC_transporter_ATP-binding_protein_SljT2]_[protein_id=AXH01299.1]_[location=6518..7258]_[gbkey=CDS]	26.554	177	67288	109	4	21	47	31192	31659	28	204	6.34e-09	5	1	56.6
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	sljT2|MF990792.1_prot_AXH01299.1_5_[gene=sljT2]_[locus_tag=streptolancidinJ_00005]_[protein=ABC_transporter_ATP-binding_protein_SljT2]_[protein_id=AXH01299.1]_[location=6518..7258]_[gbkey=CDS]	28.761	226	67288	125	9	36	65	30181	30828	6	205	6.41e-05	5	1	44.3
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	scaC|MF990778.1_prot_AXH01214.1_3_[gene=scaC]_[locus_tag=streptococcinA_00003]_[protein=lactococcin_972_family_transporter_protein_ScaC]_[protein_id=AXH01214.1]_[location=2445..3086]_[gbkey=CDS]	37.500	216	67288	131	1	4	81	41658	42305	1	212	4.23e-41	5	1	149
GCA_001083045.2|COCE02000117.1_Streptococcus_pneumoniae_strain_CH2079_genome_assembly,_contig:_CH2079_contig_36,_whole_genome_shotgun_sequence	scaC|MF990778.1_prot_AXH01214.1_3_[gene=scaC]_[locus_tag=streptococcinA_00003]_[protein=lactococcin_972_family_transporter_protein_ScaC]_[protein_id=AXH01214.1]_[location=2445..3086]_[gbkey=CDS]	33.488	215	67288	140	3	3	72	16735	17376	1	213	4.38e-31	5	1	120
